Year,Month,Day,0830-0900,0900-1000,1000-1100,1100-1200,1200-1300,1300-1400,1400-1500,1500-1600,1600-1700,1700-1800,1800-1900,1900-2000,2000-2100,2100-2200,2200-2300,2300-2400,0000-0100,0100-0200,0200-0300,0300-0400,0400-0500,0500-0600,0600-0700,0700-0800,0800-0830,Daily,ROB Total
2023,May,28,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3
2023,May,29,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4
2023,May,30,0,0,0,0,0,0,0,0,0,0,0,0,0,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,103.5
2023,May,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0,0,0,0.1,0,Tr,7.1,7.2,7.2
2024,April,1,0,0,0,0,0,17.5,1.4,0,2.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2024,April,2,0,0,0,0,0,0,0,0,0,0.5,1.2,18.3,42,23.4,32,0.1,0,0,0,0,0,0,0,0,0,117.5,121.7
2024,April,3,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2
2024,April,4,0,0,0,0,0,0,0.1,0,1.9,0.7,0.4,2.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5.6
2024,April,5,0,0,0,0,0,0,0,0,0,2.9,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.5
2024,April,6,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.1
2024,April,7,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,2.9
2024,April,8,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7
2024,April,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,April,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr
2024,April,11,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6
2024,April,12,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4
2024,April,13,0,0,0,0,xx,xx,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10.6
2024,April,14,0,0,0,0,0,0,0,0.3,1.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8
2024,April,15,0,0,0,0,0,3.5,0.1,6.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,12.3
2024,April,16,0,0,0,0,0,0,0.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.5
2024,April,17,0,xx,xx,0,0,0,0,1.6,xx,xx,xx,xx,xx,xx,xx,xx,0,0,0,0,0,0,0,0,0,1.6,2.7
2024,April,18,0,0,0,0,0,0,0,0.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.6
2024,April,19,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3
2024,April,20,0,0,0,0,0,0,0.2,0.1,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4
2024,April,21,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2
2024,April,22,0,0,0,0,0,0,0,0,8.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,8.3
2024,April,23,0,0,0,0,0,0,40,10.8,0.6,0.1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,53.7
2024,April,24,0,0,0,0,0,0,0,0,0.1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3
2024,April,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,April,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8
2024,April,27,0,0,0,0,0,0,0,1,70.5,18.5,20,10.7,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,121.6,127.8
2024,April,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr
2024,April,29,0,0,0,0,0,0,0,5.8,0.4,0.2,0.5,0.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,10,9.7
2024,April,30,0,0,0,0,0,xx,xx,xx,xx,xx,xx,xx,0,0,0,0,0,0,0,0,0,0,0,0,0,xx,24.1
2024,May,1,0,0,0,0,0,0,0,0,0.2,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,10.6
2024,May,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,May,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr
2024,May,4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
2024,May,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr
2024,May,6,0,0,0,0,0,0,0,15.5,23.9,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,39.6,41.2
2024,May,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,May,8,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4
2024,May,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,May,10,0,0,0,0,0,0,0,0,0,Tr,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3
2024,May,11,0,0,0,0,0,0,0,0,0,0,0,4.5,5,0,0.1,0,0,0,0,0,0,0,0,0,0,9.6,9.3
2024,May,12,0,0,0,0,30,2.6,0.5,1.6,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,36.1
2024,May,13,0,0,0,0,0,0,0.1,2.1,0.2,0,0,0,0,0.1,0.5,0.2,0,0,0,0,0,0,0,0,0,3.2,2.8
2024,May,14,0,0,0,0,0,0,0.1,0,0.9,xx,xx,xx,xx,xx,0.3,0,0,0,0,0,0,0,0,0,0,xx,12
2024,May,15,0,0,0,0,0,0,10,15.1,0,0.2,0,0,1.1,0,0,0.3,0,0,0,0,0,0,0,0,0,26.7,27.7
2024,May,16,0,0,0,0,10,6.2,1.1,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,17.7
2024,May,17,0,0,0,0,16.2,1.3,1.3,0.3,0,Tr,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,19.1
2024,May,18,0,0,0,0,0,0,0,0,0.9,5.1,4.7,0.5,0.1,0.4,1,0.4,0,0,1.3,0.3,1,0,0,Tr,0,15.7,15.6
2024,May,19,2.2,3.8,3,1,0,0,0,0.5,0,0.3,0,0,28.4,1.2,1,0,0,1.5,0.5,7.3,0.1,2,0.2,0.4,0,53.4,53.4
2024,May,20,5,xx,xx,0,4.8,15,3.9,0.5,Tr,0,0,12.3,0.2,0.1,0,0,0,0,0,3.3,0.6,0.1,4.5,0.2,0,50.5,52.1
2024,May,21,0,0,0,2.1,2.1,0,0,0.2,0.1,0,0,2,0.1,0,0,0,0.7,0.1,0.6,0.9,0.1,1,0,0,2.1,12.1,11.9
2024,May,22,0.1,0.1,3.8,0.8,xx,xx,xx,1.2,0.1,0.4,xx,xx,0.7,1.1,0.7,0.2,0.9,0.5,0.5,xx,xx,0.6,0,Tr,Tr,xx,41.7
2024,May,23,0,4.7,0,0,0.2,0,0,0,0,1.8,0,0,0,1.6,0.1,0,0,0,xx,xx,xx,xx,0,0.7,Tr,xx,10.1
2024,May,24,1.5,0.6,1,1.9,5.6,Tr,1,0.4,0.3,1.8,2.8,0,2.6,0.1,0,10.4,6.4,0,0.3,0,0,0.7,0.3,2,0.3,40,39.4
2024,May,25,0.4,xx,xx,xx,0.5,0.5,2.6,1,4.3,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,0,0,0,xx,40.1
2024,May,26,0,0,xx,xx,xx,xx,0,0.7,7.7,3.5,1.8,0.1,0,0,1.3,0,0,0,0,0,0,1.7,2.4,0,0,19.2,22.2
2024,May,27,2.5,0,4.1,0,0.9,0,0,0.3,0.9,0.7,0.1,4,0,0,0,0.2,0.4,0.3,11.1,10,1,0,1,1,0,38.5,37.8
2024,May,28,0,2.5,0.5,18.1,0,0,0,0,0.1,0.8,5,0.5,0.2,3,1.5,0.2,0,0,0.5,0,0.1,0.9,0,0.2,0.3,34.4,33.9
2024,May,29,0.9,0,0,1.1,0.1,2,14.4,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,41.9
2024,May,30,0.2,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0,0.1,0.3,0,0,0,0.2,0,0.3,0,0,0,0,1.5,1.2
2024,May,31,0,0,9.4,8.6,0.5,0.6,2.2,0,0,0,0,0,1.5,2.3,0,0,4.9,10.3,8.9,11.1,0,0.1,0,0,0,60.4,62.5
